username,product_name,behavior,price
dera,"Renpure Originals Brazilian Keratin 4 Day Straight Flat Iron Spray, 6 Ounce (Pack of 2)",view,
dera,Keratin Complex Smoothing Treatment - 16 Oz,view,
dera,"Renpure Originals Brazilian Keratin 4 Day Straight Flat Iron Spray, 6 Ounce (Pack of 2)",view,
dera,"Betty Dain Stylish Design Mold Resistant Shower Cap, The Hipster Collection, &quot;Hippie Chick&quot;",view,
dera,Silicon Mix Hair Treatment 8oz,view,
dera,"Rejuvenating Shampoo Unisex Shampoo by Macadamia, 33.8 Ounce",view,
dera,Tigi S-factor Smoothing Shampoo and Conditioner DUO (25.36 Oz),view,
dera,Tigi S-factor Smoothing Shampoo and Conditioner DUO (25.36 Oz),view,
dera,"Oscar Blandi Pronto Invisible Volumizing Dry Shampoo Spray, 5 Ounce",view,
dera,"Oscar Blandi Pronto Dry Shampoo Powder, 2.5 Ounce",view,
dera,Ecco Bella Black Mascara,view,
dera,Ecco Bella Black Mascara,view,
dera,"Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Almay Moisturizing Eye Makeup Remover Pads, 80-Pads",view,
dera,"Almay Moisturizing Eye Makeup Remover Pads, 80-Pads",view,
dera,"Almay Moisturizing Eye Makeup Remover Pads, 80-Pads",view,
dera,"Almay Moisturizing Eye Makeup Remover Pads, 80-Pads",view,
dera,"Almay Moisturizing Eye Makeup Remover Pads, 80-Pads",view,
dera,"Almay Moisturizing Eye Makeup Remover Pads, 80-Pads",view,
dera,"Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,"Maybelline New York Expert Eyes 100% Oil-Free Eye Makeup Remover, 2.3 Fl. Oz.",view,
dera,One 'n Only Argan Oil Spray Treatment 6 fl. oz,view,
dera,Truly Natural Mascara Chocolate Truffle Honeybee Gardens Inc 6 ml Mascara,view,
dera,"Almay Moisturizing Eye Makeup Remover Pads, 80-Pads",view,
dera,"Conair Double-Sided Battery-Operated Lighted Makeup Mirror, Polished Chrome Finish",view,
dera,"Max Factor Pan-Stik Ultra Creamy Makeup, Sun Tone 137 .5 oz (14 g)",view,
dera,"Max Factor Pan-Stik Ultra Creamy Makeup, Sun Tone 137 .5 oz (14 g)",view,
lamifesa,"Shea Butter - Smooth Luxurious - Intense Long Lasting Moisturization in a Beautiful Scent - Ultra Rich Whipped Shea Body Butter Easily Absorbed Into Your Skin - Heals Extremely Dry, Rough or Damaged Skin - Leaving Your Skin Feeling and Looking Soft and Rejuvenated. This Is an FDA Certified Product.",view,
lamifesa,"Shea Butter - Smooth Luxurious - Intense Long Lasting Moisturization in a Beautiful Scent - Ultra Rich Whipped Shea Body Butter Easily Absorbed Into Your Skin - Heals Extremely Dry, Rough or Damaged Skin - Leaving Your Skin Feeling and Looking Soft and Rejuvenated. This Is an FDA Certified Product.",view,
lamifesa,"Shea Butter - Smooth Luxurious - Intense Long Lasting Moisturization in a Beautiful Scent - Ultra Rich Whipped Shea Body Butter Easily Absorbed Into Your Skin - Heals Extremely Dry, Rough or Damaged Skin - Leaving Your Skin Feeling and Looking Soft and Rejuvenated. This Is an FDA Certified Product.",view,
lamifesa,"Shea Butter - Smooth Luxurious - Intense Long Lasting Moisturization in a Beautiful Scent - Ultra Rich Whipped Shea Body Butter Easily Absorbed Into Your Skin - Heals Extremely Dry, Rough or Damaged Skin - Leaving Your Skin Feeling and Looking Soft and Rejuvenated. This Is an FDA Certified Product.",view,
lamifesa,"Shea Butter - Smooth Luxurious - Intense Long Lasting Moisturization in a Beautiful Scent - Ultra Rich Whipped Shea Body Butter Easily Absorbed Into Your Skin - Heals Extremely Dry, Rough or Damaged Skin - Leaving Your Skin Feeling and Looking Soft and Rejuvenated. This Is an FDA Certified Product.",view,
lamifesa,"Shea Butter - Smooth Luxurious - Intense Long Lasting Moisturization in a Beautiful Scent - Ultra Rich Whipped Shea Body Butter Easily Absorbed Into Your Skin - Heals Extremely Dry, Rough or Damaged Skin - Leaving Your Skin Feeling and Looking Soft and Rejuvenated. This Is an FDA Certified Product.",view,
lamifesa,"Shea Butter - Smooth Luxurious - Intense Long Lasting Moisturization in a Beautiful Scent - Ultra Rich Whipped Shea Body Butter Easily Absorbed Into Your Skin - Heals Extremely Dry, Rough or Damaged Skin - Leaving Your Skin Feeling and Looking Soft and Rejuvenated. This Is an FDA Certified Product.",view,
lamifesa,"Shea Butter - Smooth Luxurious - Intense Long Lasting Moisturization in a Beautiful Scent - Ultra Rich Whipped Shea Body Butter Easily Absorbed Into Your Skin - Heals Extremely Dry, Rough or Damaged Skin - Leaving Your Skin Feeling and Looking Soft and Rejuvenated. This Is an FDA Certified Product.",view,
lamifesa,"Shea Butter - Smooth Luxurious - Intense Long Lasting Moisturization in a Beautiful Scent - Ultra Rich Whipped Shea Body Butter Easily Absorbed Into Your Skin - Heals Extremely Dry, Rough or Damaged Skin - Leaving Your Skin Feeling and Looking Soft and Rejuvenated. This Is an FDA Certified Product.",view,
lamifesa,"Shea Butter - Smooth Luxurious - Intense Long Lasting Moisturization in a Beautiful Scent - Ultra Rich Whipped Shea Body Butter Easily Absorbed Into Your Skin - Heals Extremely Dry, Rough or Damaged Skin - Leaving Your Skin Feeling and Looking Soft and Rejuvenated. This Is an FDA Certified Product.",view,
lamifesa,"Shea Butter - Smooth Luxurious - Intense Long Lasting Moisturization in a Beautiful Scent - Ultra Rich Whipped Shea Body Butter Easily Absorbed Into Your Skin - Heals Extremely Dry, Rough or Damaged Skin - Leaving Your Skin Feeling and Looking Soft and Rejuvenated. This Is an FDA Certified Product.",view,
lamifesa,"Shea Butter - Smooth Luxurious - Intense Long Lasting Moisturization in a Beautiful Scent - Ultra Rich Whipped Shea Body Butter Easily Absorbed Into Your Skin - Heals Extremely Dry, Rough or Damaged Skin - Leaving Your Skin Feeling and Looking Soft and Rejuvenated. This Is an FDA Certified Product.",view,
lamifesa,"Philosophy Pure Grace Shampoo, Bath &amp; Shower gel, 16 Ounces",view,
lamifesa,Bath Body Works Aromatherapy Energy Orange Ginger 10 oz Body Wash Foam Bath,view,
lamifesa,"Renpure Originals Brazilian Keratin 4 Day Straight Flat Iron Spray, 6 Ounce (Pack of 2)",view,
lamifesa,Suave Professionals Keratin Infusion Shine Conditioner 28 Ounce,view,
lamifesa,Black Opium - Auric Blends Perfume Oils,view,
lamifesa,Auric Blends - Patchouli Amber Body Oil,view,
lamifesa,No Rinse Shampoo - 16 floz (473.1 mL),view,
lamifesa,"CLAIROL Professional Hair Care Kit for Gray, White, Highlighted and Light Blonde Tinted Hair",view,
lamifesa,"Smashbox Arced Eye Liner Brush, No.21",view,
lamifesa,The Crimson Amulet Colletion Inspired By the Movie Dark Shadows,view,
lamifesa,The Crimson Amulet Colletion Inspired By the Movie Dark Shadows,view,
lamifesa,CLAIROL (Blue) Shimmer Lights Shampoo 31.5 oz.,view,
lamifesa,Davines Alchemic Red Conditioner 8.45 oz.,view,
lamifesa,"Mary Kay&reg; Ultimate MascaraTM: Black, 0.28 oz",view,
lamifesa,"Mary Kay&reg; Ultimate MascaraTM: Black, 0.28 oz",view,
lamifesa,Maybelline Lash Stylist Washable Mascara 601 Very Black,view,
lamifesa,e.l.f. Cosmetics Facial Shine Eraser,view,
lamifesa,e.l.f. Cosmetics Clarifying Pressed Powder - Apricot Beige,view,
lamifesa,Skinfood Peach Sake Silky Finish Powder 15g,view,
lamifesa,"Maybelline New York Define-A-Lash Lengthening Washable Mascara, Very Black, 0.22 Fluid Ounce",view,
lamifesa,"Burt's Bees Naturally Ageless Night Creme, 2-Ounce Jar",view,
lamifesa,"Burt's Bees Naturally Ageless Night Creme, 2-Ounce Jar",view,
lamifesa,"Nioxin Scalp Therapy, Conditioner System-1, Normal to Thin-Looking, 33.8 Ounce",view,
lamifesa,"Almay Moisturizing Eye Makeup Remover Pads, 80-Pads",view,
lamifesa,"Almay Moisturizing Eye Makeup Remover Pads, 80-Pads",view,
lamifesa,"Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.",view,
lamifesa,"Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.",view,
lamifesa,"Neutrogena  Healthy Volume Mascara, Carbon Black 01, .21 -Ounce Packages",view,
lamifesa,"Neutrogena  Healthy Volume Mascara, Carbon Black 01, .21 -Ounce Packages",view,
lamifesa,"Maybelline New York Volum' Express - Waterproof Mascara, Very Black - .34 fl oz",view,
lamifesa,"Maybelline New York Volum' Express - Waterproof Mascara, Very Black - .34 fl oz",view,
lamifesa,Mebco Tortoise Shower Detangler,view,
lamifesa,"Vidal Sassoon Flex Clincher Comb, Brown",view,
lamifesa,Half Moon Shaped Toothed Healthy Hair Care Sandal Wood Comb,view,
lamifesa,Half Moon Shaped Toothed Healthy Hair Care Sandal Wood Comb,view,
lamifesa,Half Moon Shaped Toothed Healthy Hair Care Sandal Wood Comb,buy,5.41
lamifesa,Kent The Handmade Comb - 143 mm Fine and Coarse Toothed Pocket Comb Sawcut R7T,view,
lamifesa,CombaColor Quick Hair Color Applicator (Comb-a-Color),view,
lamifesa,Hunnt&reg; Black+Blue Color Fashion Womens Lady Sexy Straight Wigs Style Cosplay Long Hair,view,
lamifesa,Ace Teasing Tail Comb 8&quot; * Black,view,
lamifesa,Ace Teasing Tail Comb 8&quot; * Black,view,
lamifesa,Vidal Sassoon Family Pack Of 6 Combs,view,
lamifesa,Vidal Sassoon Family Pack Of 6 Combs,view,
lamifesa,Vidal Sassoon Family Pack Of 6 Combs,buy,11.66
lamifesa,"Maybelline New York Volum' Express - Waterproof Mascara, Very Black - .34 fl oz",view,
lamifesa,DivaDerme Lash Extender with Brush - Black,view,
lamifesa,"Revlon Grow Luscious By Fabulash, 001 Blackest Black, 0.38-Ounce",view,
lamifesa,"Peter Lamas Lash Masque Natural Lash Builder, Tint and Conditioner, 0.22 fl oz",view,
lamifesa,"L'Oreal Paris Double Extend Concentrated Lash Boosting Serum, 0.18 Ounces",view,
lamifesa,Benefit Cosmetics BADgal Lash Mascara,view,
lamifesa,Benefit Cosmetics BADgal Lash Mascara,view,
lamifesa,Benefit Cosmetics BADgal Lash Mascara,buy,9.75
lamifesa,Phyto Phytonectar Ultra Nourishing Shampoo 6.7 oz,view,
lamifesa,"Avlon Keracare Humecto Creme Conditioner for Unisex, 8 Ounce",view,
lamifesa,"Lanza Healing Colorcare Color Preserving Shampoo, 33.8 Ounce",view,
lamifesa,CLAIROL (Blue) Shimmer Lights Shampoo 31.5 oz.,view,
lamifesa,Clairol Professional Shimmer Lights Shampoo 31.5 FL OZ,view,
lamifesa,Pravana Pure Light Sulfate-free Brightening Shampoo for Blonde Silver or Highlighted Hair 10.1oz(300ml),view,
lamifesa,Clairol Professional Shimmer Lights Shampoo 31.5 FL OZ,view,
lamifesa,Clairol Professional Shimmer Lights Shampoo 31.5 FL OZ,view,
lamifesa,"Redken Dandruff Control Shampoo, 10.1 Ounce",view,
lamifesa,"Redken Dandruff Control Shampoo, 10.1 Ounce",view,
lamifesa,"Redken Dandruff Control Shampoo, 10.1 Ounce",buy,10.04
lamifesa,"Burt's Bees More Moisture Baobab Shampoo, 10 Fluid Ounces",view,
lamifesa,Coal Tar Shampoo Psoriatrax 8oz 25% Coal Tar Solution - Equivalent to 5% Coal Tar,view,
lamifesa,Trader Joe's Tea Tree Tingle Conditioner with Peppermint and Eucalyptus - Cruelty Free,view,
lamifesa,Trader Joe's Tea Tree Tingle Conditioner with Peppermint and Eucalyptus - Cruelty Free,view,
lamifesa,Trader Joe's Tea Tree Tingle Conditioner with Peppermint and Eucalyptus - Cruelty Free,buy,4.05
lamifesa,Hair One Cleanser and Conditioner with Olive Oil for Dry Hair 12 oz,view,
lamifesa,Hair One Cleanser and Conditioner with Olive Oil for Dry Hair 12 oz,view,
lamifesa,Hair One Cleanser and Conditioner with Olive Oil for Dry Hair 12 oz,buy,10.49
lamifesa,CoverGirl Volume Exact Mascara 115 Brown,view,
lamifesa,Yves Saint Laurent Volume Effet Faux Cils Luxurious Mascara for a False Lash Effect 1 High Density Black,view,
lamifesa,Yves Saint Laurent Volume Effet Faux Cils Luxurious Mascara for a False Lash Effect 1 High Density Black,view,
lamifesa,Yves Saint Laurent Volume Effet Faux Cils Luxurious Mascara for a False Lash Effect 1 High Density Black,buy,34.48
